Price,Close,High,Low,Open,Volume,RSI_14,EMA_12,EMA_26,MACD,Signal_Line,MACD_Hist,MA_20,BB_Std,BB_Upper,BB_Lower,BB_%B,Lowest_Low,Highest_High,%K,%D,TR,ATR,+DM,-DM,+DI,-DI,DX,ADX,MA_5,MA_10,MA_50,MA_100,MA_5_10_Cross
Ticker,5439.TWO,5439.TWO,5439.TWO,5439.TWO,5439.TWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,21.262165069580078,21.365882765525463,21.158447373634694,21.227593394759626,255351,,21.262165069580078,21.262165069580078,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0
2018-01-03,21.296735763549805,21.400453448213103,21.227591085688232,21.262162756748083,279973,100.0,21.267483637883114,21.264725861725985,0.0027577761571286885,0.0005515552314257377,0.002206220925702951,,,,,,,,,,0.17286236252487086,,0.034570682687640186,0.0,0.0,0.0,0.0,,,,,,0
2018-01-04,21.400453567504883,21.43502657449932,21.296735882263434,21.296735882263434,242827,100.0,21.287940550132618,21.274779765857755,0.013160784274862891,0.0030734010401131688,0.010087383234749722,,,,,,,,,,0.1382908109495169,,0.03457312628621878,0.0,0.0,0.0,0.0,,,,,,0
2018-01-05,21.262165069580078,21.400455776087927,21.262165069580078,21.365882765525463,263227,78.78736013037188,21.283975091586072,21.273845343911262,0.010129747674810119,0.004484670367052559,0.00564507730775756,,,,,,,,,,0.13829070650784914,,0.0,0.03457081268335571,0.0,0.0,0.0,,,,,,0
2018-01-08,21.400453567504883,21.607888937987774,21.262162875268995,21.262162875268995,313334,82.73210412376017,21.301894857112043,21.283223730844124,0.018671126267918225,0.007321961547225693,0.011349164720692532,,,,,,,,,,0.3457260627187786,,0.2074331618998464,0.0,0.0,0.0,0.0,,21.324394607543944,,,,0
2018-01-09,21.815322875976562,21.91904054805685,21.43502385452105,21.67703220128895,1810420,89.21299693062707,21.3808837830912,21.322638482335417,0.05824530075578238,0.01750662938893703,0.04073867136684535,,,,,,,,,,0.5185869805519658,,0.311151610069075,0.0,0.0,0.0,0.0,,21.435026168823242,,,,0
2018-01-10,21.158445358276367,21.88447049648161,21.158445358276367,21.81532581768478,569404,54.39947801899975,21.34666248696584,21.310476028701412,0.03618645826442801,0.02124259516403523,0.014943863100392783,,,,,,,,,,0.7260251382052445,,0.0,0.27657849624468156,0.0,0.0,0.0,,21.407368087768553,,,,0
2018-01-11,21.365880966186523,21.50417166104815,21.158445591765034,21.193018599415918,254188,59.742100636592134,21.349619176076715,21.314580098144752,0.03503907793196248,0.024001891717620683,0.011037186214341799,,,,,,,,,,0.3457263027717836,,0.0,0.0,0.0,0.0,0.0,,21.400453567504883,,,,0
2018-01-12,21.435028076171875,21.469599749846424,21.365882057338833,21.435028076171875,170361,61.366971485894915,21.362759006860585,21.323502170591205,0.03925683626938081,0.02705288062797271,0.012203955641408103,,,,,,21.158445358276367,21.91904054805685,,,0.10371878365990028,,0.0,0.0,0.0,0.0,0.0,,21.435026168823242,,,,0
2018-01-15,21.331310272216797,21.50417264691232,21.296737262980905,21.400454954946614,283645,57.61087961359653,21.35792073999231,21.3240805484894,0.033840191502910955,0.02841034280296036,0.005429848699950595,,,,,,21.158445358276367,21.91904054805685,,,0.20743538393141492,,0.0,0.06914479435792842,0.0,0.0,0.0,,21.421197509765626,21.372796058654785,,,0
2018-01-16,21.365880966186523,21.43502698148829,21.29673628662666,21.331309294277542,196671,58.52217045612905,21.359145390176035,21.327176875726224,0.031968514449811636,0.029121977132330615,0.0028465373174810203,,,,,,21.158445358276367,21.91904054805685,,,0.13829069486162737,,0.0,9.763542436758144e-07,0.0,0.0,0.0,,21.331309127807618,21.38316764831543,,,-1
2018-01-17,21.50417137145996,21.677035071644582,21.331309007017225,21.36588067846064,670894,62.03794450617983,21.38145707960433,21.34028757911391,0.04116950049042245,0.031531481803948984,0.009638018686473467,,,,,,21.158445358276367,21.91904054805685,,,0.3457260646273568,,0.24200809015629332,0.0,0.0,0.0,0.0,,21.400454330444337,21.403911209106447,,,0
2018-01-18,21.50417137145996,21.64246206445928,21.50417137145996,21.64246206445928,384768,62.03794450617983,21.400336201428274,21.35242711928769,0.04790908214058476,0.03480700187127614,0.013102080269308619,,,,,,21.158445358276367,21.91904054805685,,,0.13829069299931973,,0.0,0.0,0.0,0.0,0.0,,21.428112411499022,21.414282989501952,,,1
2018-01-19,21.53874397277832,21.573315643570282,21.36588027585107,21.504170966244498,320029,62.94852800441303,21.421629704712895,21.366228367694404,0.05540133701849115,0.03892586890071914,0.016475468117772007,,,,,,21.158445358276367,21.91904054805685,,,0.20743536771921356,,0.0,0.13829109560889208,0.0,0.0,0.0,0.0,21.448855590820312,21.44194087982178,,,0
2018-01-22,21.57331657409668,21.711608606196947,21.504171893788463,21.711608606196947,194274,63.881533165930705,21.444966146156556,21.381568234835314,0.06339791132124262,0.04382027738482384,0.01957763393641878,,,,,,21.158445358276367,21.88447049648161,,,0.20743671240848371,0.2667030046026661,0.13829296262666446,0.0,,,0.0,0.0,21.49725685119629,21.45922718048096,,,0
2018-01-23,21.78075408935547,22.02276248296766,21.607890378600203,21.677036397199096,1009214,68.93600533755907,21.49662582972562,21.41113755739236,0.08548827233325795,0.05215387637451067,0.033334395958747286,,,,,,21.158445591765034,22.02276248296766,,,0.449445908870981,0.28645897219881683,0.3111538767707138,0.0,,,0.0,0.0,21.58023147583008,21.45577030181885,,,0
2018-01-24,22.05733299255371,22.264769701661933,21.78075293997924,21.78075293997924,1264988,74.13356528064163,21.58288847016071,21.459003885922833,0.12388458423787796,0.06650001794718413,0.05738456629069383,,,,,,21.29673628662666,22.264769701661933,,,0.4840167616826925,0.31115368296547224,0.24200721869427255,0.0,,,0.0,0.0,21.690863800048827,21.545659065246582,,,0
2018-01-25,22.368486404418945,22.575923104402616,22.091905028268606,22.091905028268606,1531381,78.49326759453297,21.703749690815823,21.526372961366988,0.17737672944883442,0.0886753602475142,0.08870136920132023,,,,,,21.29673628662666,22.575923104402616,,,0.5185901118489049,0.3383179262041191,0.3111534027406826,0.0,,,0.0,0.0,21.863726806640624,21.645919609069825,,,0
2018-01-26,23.30194854736328,23.682247632858967,22.437632686826163,22.437632686826163,5446057,86.07560859328325,21.94962643797697,21.657897078848194,0.2917293591287766,0.1292861600237667,0.16244319910500993,,,,,,21.29673628662666,23.682247632858967,,,1.313761228440022,0.40746329518420793,1.1063245284563514,0.0,,,0.0,0.0,22.216367721557617,21.832611656188966,,,0
2018-01-29,23.85511016845703,24.097117208358135,23.37109341717109,23.85511016845703,3412355,88.63308438183671,22.24277778112775,21.820653604004406,0.4221241771233437,0.1878537634436821,0.23427041367966162,,0.7017026313007271,23.13229911483534,20.325488589632435,,21.331309007017225,24.097117208358135,,,0.7951686609948538,0.42721912950155705,0.4148695754991678,0.0,,,0.0,0.0,22.672726440429688,22.084991645812988,,,0
2018-01-30,23.682249069213867,24.75400037384539,23.647677394429763,24.16626587361146,4206804,83.47350978299107,22.464234902371768,21.958549564390292,0.5056853379814754,0.2514200783512408,0.2542652596302346,,0.816290247386699,23.482478546988972,20.21731755744218,,21.36588027585107,24.75400037384539,,,1.1063229794156264,0.45438326101658433,0.6568831654872547,0.0,,,0.0,0.0,23.053025436401366,22.316628456115723,,,0
2018-01-31,24.339126586914062,24.477415940468816,23.855109842246875,24.20083723335931,2704910,86.65309467069719,22.752679776916736,22.134888603095757,0.6177911738209794,0.3246942974451885,0.29309687637579085,,0.9756975554859736,23.95341270435574,20.050622482411843,,21.36588027585107,24.75400037384539,,,0.7951668712549491,0.48648615876538187,0.0,0.0,,,0.0,0.0,23.509384155273438,22.600123977661134,,,0
2018-02-01,24.339126586914062,25.23801406372921,24.20083723335931,24.71942564854426,4248213,86.65309467069719,22.996748516916323,22.298165490786,0.6985830261303221,0.39947204318221524,0.29911098294810684,,1.094390911841474,24.337733068037195,19.9601694206713,,21.504171893788463,25.23801406372921,,,1.0371768303699014,0.5531617335303819,0.7605981232603938,0.0,,,0.0,0.0,23.90351219177246,22.883619499206542,,,0
2018-02-02,24.097116470336914,24.235408493030995,23.68224574522197,24.097116470336914,1438430,80.07072815342534,23.166035894365645,22.431421118900882,0.7346147754647632,0.46650058963872487,0.2681141858260383,,1.1553821069063521,24.601463028204794,19.979934600579387,,21.607890378600203,25.23801406372921,,,0.656880841692093,0.5852649805132876,0.0,0.5185914881373392,,,0.0,0.0,24.062545776367188,23.139456748962402,,,0
2018-02-05,24.200838088989258,24.442845134137254,23.198230222205837,23.23280456542969,1280546,80.745790860157,23.325236232000048,22.562489042611134,0.7627471893889144,0.5257499095887628,0.23699727980015162,,1.2102030325870015,24.851124105640313,20.010311975292307,,21.78075293997924,25.23801406372921,,,1.2446149119314178,0.6642881388754154,0.0,0.48401552301613293,,,0.0,0.0,24.13169136047363,23.40220890045166,,,0
2018-02-06,22.40306282043457,24.0279769829753,21.78075529724327,23.647677866817173,2892124,49.468363330395434,23.183363399451512,22.550679692820278,0.6326837066312336,0.547136668997257,0.08554703763397664,,1.201578302246779,24.863261642182767,20.056948433195654,,21.78075529724327,25.23801406372921,,,2.420082791745987,0.8124564765267461,0.0,1.4174749249625656,,,0.0,0.0,23.875854110717775,23.46443977355957,,,0
2018-02-07,22.645069122314453,23.47481057950176,22.645069122314453,23.44023890928018,1108684,52.155086172072984,23.100548895276578,22.55767150241244,0.5428773928641384,0.5462848137706333,-0.003407420906494929,,1.1621533822352716,24.858742990361655,20.21012946142057,,21.78075529724327,25.23801406372921,,,1.0717477590671898,0.8791319812458797,0.0,0.0,,,0.0,0.0,23.53704261779785,23.523213386535645,,,0
2018-02-08,23.509382247924805,23.682245941986828,22.887076155081935,23.025365507441347,1461397,60.27812236725555,23.163446334145537,22.628168594672616,0.5352777394729209,0.5440833989110908,-0.00880565943816991,,1.1474612172469711,24.936533724471968,20.346688855484086,,21.78075529724327,25.23801406372921,,,1.037176819672375,0.9383992278139627,0.207435362485068,0.0,31.578991824233405,18.421050477583073,26.315860429126698,1.8797043163661926,23.37109375,23.637302970886232,,,-1
2018-02-09,23.509382247924805,23.509382247924805,23.509382247924805,23.509382247924805,0,60.27812236725555,23.216667243957733,22.693443680098703,0.5232235638590303,0.5399114319006787,-0.016687868041648346,,1.126211950201479,24.997752898968635,20.492905098162716,,21.78075529724327,25.23801406372921,,,0.0,0.9235823197847852,0.0,0.0,31.01607085091715,18.716576934597523,24.731226797665148,3.6462205161994174,23.253546905517577,23.658046340942384,,,0
2018-02-12,24.408275604248047,24.650282670632407,23.509385345290067,23.57853136632161,3008232,67.02978611703419,23.39999160707932,22.820468267072727,0.5795233400065918,0.5478338135218613,0.031689526484730446,,1.1330273943572324,25.165232053881702,20.63312247645277,,21.78075529724327,25.23801406372921,,,1.1409004227076025,0.9729719279159725,1.1409004227076025,0.0,35.53304542255141,17.766493613759078,33.33340612324773,6.027178096431398,23.295034408569336,23.713362884521484,,,0
2018-02-21,26.413482666015625,26.517200348058683,24.823143093699628,25.272588163541993,6343109,76.58922756689135,23.863605616146444,23.08661748180924,0.7769881343372056,0.5936646776849303,0.18332345665227534,,1.3202212975357603,25.79199994523021,20.51111475508717,,21.78075529724327,26.517200348058683,,,2.108924743810636,1.089036783782254,1.866917677426276,0.0,42.4036723771454,15.873017147915059,45.5253300169384,9.27898738335557,24.097118377685547,23.98648624420166,,,1
2018-02-22,25.929468154907227,27.104937100095363,25.134298300395713,26.62092031846002,7369590,71.2213247927886,24.18143062210964,23.29719901314983,0.8842316089598121,0.6517780639399067,0.23245354501990545,,1.3981274414865938,26.16907707230424,20.576567306357866,,21.78075529724327,27.104937100095363,,,1.9706387996996497,1.1927545472001646,0.5877367520366796,0.0,40.37272752496655,14.492755097235483,47.16986198032349,12.64826323909296,24.7539981842041,24.145520401000976,,,0
2018-02-23,25.791175842285156,26.620917275097046,25.722029832389634,26.06775721038365,4535780,69.7178190721565,24.429083732905873,23.481938037530224,0.9471456953756494,0.7108515902270552,0.23629410514859417,,1.4249303705075604,26.437033153887434,20.737311671857192,,21.78075529724327,27.104937100095363,,,0.8988874427074123,1.163120705362121,0.0,0.0,34.60727342597049,14.861999673803538,39.914218493453355,15.4992788457682,25.21035690307617,24.290725326538087,,,0
2018-02-26,24.892290115356445,25.860323634684104,24.650280399782638,25.8257492916114,3587682,60.741979051893786,24.500346253282885,23.58640856181365,0.9139376914692363,0.7514688104754915,0.1624688809937448,,1.3673459542165103,26.489541628434242,21.0201578115682,,21.78075529724327,27.104937100095363,,,1.210043234901466,1.1927546034983076,0.0,1.071749432606996,31.262995806344968,20.910967403171583,19.841368694960806,16.916519466836828,25.4869384765625,24.37024269104004,,,0
2018-02-27,24.684858322143555,25.134300803903546,24.684858322143555,24.926865401324445,1680899,58.858772183729954,24.528732725415296,23.667775210726976,0.8609575146883195,0.7733665513180572,0.08759096337026229,,1.2803126415598143,26.47105209052319,21.349801524283937,,22.645069122314453,27.104937100095363,,,0.44944248175999135,1.1458345679514765,0.0,0.0,28.448312233082685,21.767237026481627,13.304793644826152,17.866861870038697,25.542255020141603,24.41864471435547,,,0
2018-03-01,24.684858322143555,24.892293724722652,24.442848571478493,24.442848571478493,1015544,58.858772183729954,24.552752047988875,23.743114700461536,0.8096373475273388,0.7806207105599136,0.02901663696742529,,1.1873756102806747,26.430383239604318,21.680880798481617,,22.887076155081935,27.104937100095363,,,0.44944515324415946,1.1211401595221344,0.0,0.24200975066506203,29.074919205852822,23.78854551181424,10.000051495436441,18.581151262569872,25.196530151367188,24.646824264526366,,,0
2018-03-02,25.583744049072266,25.825751110203896,24.546564442047075,24.68485648110855,4237010,64.40498799854001,24.711366202001706,23.879457615173443,0.8319085868282627,0.7908782858135834,0.041030301014679305,,1.135723849588867,26.50340027104663,21.96050487269116,,23.509382247924805,27.104937100095363,,,1.2791866681568216,1.1384265765069144,0.933457385481244,0.0,29.718006651086586,23.427328788957684,11.836745050232507,19.426633051872194,25.127385330200195,24.94069175720215,,,0
2018-03-05,25.376306533813477,25.79117727323738,25.134296821493706,25.51459588979353,1722068,62.317160221470736,24.813664714588132,23.990335312850483,0.8233294017376487,0.7973685089983965,0.025960892739252173,,1.073415486448997,26.52917455123662,22.23551260544063,,23.509385345290067,27.104937100095363,,,0.6568804517436746,1.138426548653456,0.0,0.0,29.71800737818599,20.17351828434851,19.130481513827128,20.79309601714556,25.04441146850586,25.127384185791016,,,-1
2018-03-06,25.583744049072266,25.79117943618051,25.134298929348425,25.618315723095648,1882065,63.58832120387082,24.93213845835492,24.10836558960765,0.8237728687472696,0.8026493809481712,0.02112348779909845,,1.073802281539861,26.644037916503795,22.348828790344353,,24.442848571478493,27.104937100095363,,,0.6568805068320849,1.0964455197177894,2.1629431294911683e-06,0.0,30.855873286533974,17.792781043822455,26.851908696188207,22.711089495444718,25.182702255249023,25.334820365905763,,,0
2018-03-07,25.06515121459961,25.825749363544688,25.06515121459961,25.51459630392637,1989476,58.29406265021184,24.952601959315643,24.179238598866313,0.7733633604493306,0.7967921768484031,-0.02342881639907246,,1.0698477527775498,26.696630911286302,22.417239900176103,,24.442848571478493,27.104937100095363,,,0.7605981489450784,0.9779109023748672,0.0,0.06914771474881576,34.59597795651847,10.10102903081069,54.80221289235693,26.625533273470214,25.258760833740233,25.400507926940918,,,0
2018-03-08,25.272586822509766,25.480022175588793,25.09972313778273,25.23801248267424,874393,59.73805219651451,25.001830399807048,24.260227356173235,0.7416030436338126,0.785754350205485,-0.04415130657167243,,1.0604748718556878,26.757402037107372,22.515502549684623,,24.442848571478493,26.620917275097046,,,0.41487096098918386,0.9309911310835811,0.0,0.0,36.33953417217107,10.610097222878926,54.80221289235693,30.539977051495708,25.376306533813477,25.28641834259033,,,1
2018-03-09,26.10232925415039,26.136900923852448,25.307159479134015,25.480023170611567,3741580,64.96358417118891,25.17113791585987,24.396679348615987,0.7744585672438831,0.7834951936131647,-0.009036626369281597,,1.1067372775523905,26.938086981862593,22.51113787165303,,24.442848571478493,26.136900923852448,,,0.864314101342682,0.9186437940600316,0.6568787482636544,0.0,40.32258657809846,10.752705758538344,57.89468736598763,32.79560754698577,25.4800235748291,25.303704452514648,,,0
